region,timestamp,traffic_gbps,active_users,peak_utilization_percent
US-SOUTH-01,2026-07-21 10:00:00,610.2,142007,86
ASIA-PAC,2026-07-20 23:30:00,874.6,41275,90
ASIA-SOUTH,2026-07-10 08:15:00,410.3,145569,86
ASIA-SOUTH,2026-07-21 06:45:00,182.9,84236,70
US-WEST-01,2026-07-22 16:45:00,750.4,48646,90
US-WEST-01,2026-07-22 15:00:00,178.5,122638,70
ASIA-PAC,2026-07-13 16:30:00,250.8,37115,89
US-EAST-01,2026-07-24 13:00:00,320.3,68891,54
US-SOUTH-01,2026-07-31 08:45:00,260.4,192553,51
US-SOUTH-01,2026-07-16 12:15:00,667.9,125859,87
US-SOUTH-01,2026-07-29 14:45:00,895.7,195597,90
ASIA-PAC,2026-07-18 22:15:00,341.5,54699,76
US-WEST-01,2026-07-20 07:15:00,495.2,80917,87
US-EAST-01,2026-07-12 03:45:00,298.9,21919,55
ASIA-PAC,2026-07-13 04:45:00,606.6,178308,93
US-WEST-01,2026-07-18 16:15:00,408.7,170453,87
ASIA-PAC,2026-07-21 15:15:00,1085.8,37686,90
US-EAST-01,2026-07-31 21:00:00,892.2,55729,91
US-WEST-01,2026-07-22 02:45:00,184.8,52284,47
US-SOUTH-01,2026-07-14 16:30:00,691.3,97126,95
US-EAST-01,2026-07-22 22:00:00,143.1,55565,53
ASIA-PAC,2026-07-30 01:45:00,649.3,130375,80
ASIA-PAC,2026-07-23 19:30:00,798.5,109898,90
US-WEST-01,2026-07-13 17:30:00,803.7,123428,95
US-SOUTH-01,2026-07-16 15:45:00,460.0,64081,98
EMEA-WEST,2026-07-24 07:45:00,272.4,121620,74
ASIA-PAC,2026-07-24 20:45:00,534.2,149904,80
US-EAST-01,2026-07-29 18:45:00,659.9,165050,80
US-SOUTH-01,2026-07-19 00:45:00,871.3,59336,95
US-WEST-01,2026-07-24 05:15:00,708.4,58938,90
US-WEST-01,2026-07-31 11:30:00,723.9,73090,90
ASIA-PAC,2026-07-19 08:30:00,383.1,191099,52
ASIA-PAC,2026-07-22 00:30:00,388.2,58108,64
EMEA-EAST,2026-07-30 23:30:00,788.8,61106,90
US-EAST-01,2026-07-28 22:30:00,456.5,120269,71
ASIA-PAC,2026-07-27 05:00:00,995.9,153669,90
ASIA-PAC,2026-07-19 21:00:00,530.7,123803,80
US-SOUTH-01,2026-07-16 10:45:00,928.7,24932,90
EMEA-EAST,2026-07-13 23:30:00,328.0,109417,92
ASIA-SOUTH,2026-07-30 02:00:00,765.1,42472,90
US-EAST-01,2026-07-16 16:30:00,600.3,46151,91
ASIA-PAC,2026-07-29 12:45:00,841.8,96632,95
EMEA-EAST,2026-07-27 12:30:00,881.3,163195,90
ASIA-SOUTH,2026-07-24 16:45:00,850.5,178462,90
EMEA-WEST,2026-07-21 15:00:00,378.5,68550,66
US-EAST-01,2026-07-22 08:00:00,531.8,108663,84
ASIA-PAC,2026-07-15 02:30:00,551.3,119378,80
US-WEST-01,2026-07-28 04:00:00,257.6,109813,65
US-EAST-01,2026-07-11 12:00:00,366.9,117189,68
EMEA-EAST,2026-07-17 00:30:00,638.3,46388,80
ASIA-PAC,2026-07-18 07:00:00,889.2,142738,90
ASIA-PAC,2026-07-29 01:45:00,287.8,165015,57
EMEA-WEST,2026-07-28 05:30:00,898.4,82306,90
US-WEST-01,2026-07-25 17:30:00,434.4,165335,98
US-WEST-01,2026-07-24 02:00:00,546.6,40153,91
US-EAST-01,2026-07-27 10:30:00,337.6,90071,63
ASIA-PAC,2026-07-17 08:15:00,522.8,99419,80
EMEA-EAST,2026-07-26 08:15:00,566.5,53179,80
US-WEST-01,2026-07-31 21:30:00,826.2,41593,90
ASIA-PAC,2026-07-18 00:00:00,378.4,179755,61
ASIA-PAC,2026-07-28 13:15:00,683.9,43800,80
ASIA-PAC,2026-07-30 14:45:00,350.1,117884,53
US-EAST-01,2026-07-12 17:00:00,794.8,36952,90
ASIA-PAC,2026-07-23 06:15:00,724.5,168550,90
US-SOUTH-01,2026-07-22 07:45:00,670.3,31131,87
EMEA-WEST,2026-07-28 15:30:00,865.9,42894,90
ASIA-PAC,2026-07-19 07:15:00,575.7,69116,80
EMEA-WEST,2026-07-13 20:30:00,827.0,111513,93
EMEA-WEST,2026-07-19 09:00:00,653.2,178821,89
US-EAST-01,2026-07-22 06:00:00,176.7,120368,70
US-SOUTH-01,2026-07-27 15:15:00,414.1,141494,59
ASIA-PAC,2026-07-23 17:00:00,1038.2,179827,90
EMEA-EAST,2026-07-18 03:15:00,808.6,109282,91
US-SOUTH-01,2026-07-31 02:45:00,616.6,83193,80
US-WEST-01,2026-07-31 00:00:00,712.6,113069,90
US-EAST-01,2026-07-14 17:15:00,155.2,127459,68
ASIA-PAC,2026-07-16 20:00:00,458.5,40532,73
EMEA-WEST,2026-07-19 17:00:00,148.0,41635,57
US-WEST-01,2026-07-20 20:30:00,800.1,60238,90
ASIA-SOUTH,2026-07-11 18:30:00,138.8,68080,52
US-SOUTH-01,2026-07-30 22:30:00,648.7,102126,98
ASIA-PAC,2026-07-27 21:30:00,894.4,107815,90
US-SOUTH-01,2026-07-29 04:00:00,526.1,136211,80
US-EAST-01,2026-07-20 10:15:00,215.5,128481,70
US-EAST-01,2026-07-20 01:00:00,463.7,174887,65
US-WEST-01,2026-07-29 01:00:00,539.8,177811,90
ASIA-PAC,2026-07-31 06:30:00,640.9,22553,80
US-EAST-01,2026-07-20 04:45:00,317.2,168773,68
ASIA-PAC,2026-07-12 01:45:00,761.7,46895,90
EMEA-EAST,2026-07-13 08:00:00,810.8,141815,90
US-EAST-01,2026-07-11 11:15:00,143.0,34737,70
ASIA-PAC,2026-07-10 03:15:00,345.2,170594,76
EMEA-WEST,2026-07-17 05:15:00,695.8,176231,84
US-SOUTH-01,2026-07-13 16:45:00,921.8,111861,90
US-EAST-01,2026-07-17 14:00:00,389.1,131345,46
ASIA-SOUTH,2026-07-14 14:15:00,686.7,90634,80
ASIA-PAC,2026-07-13 12:15:00,516.7,128985,80
US-EAST-01,2026-07-30 00:45:00,594.6,160075,80
ASIA-PAC,2026-07-11 20:45:00,286.2,148069,45
US-WEST-01,2026-07-20 06:45:00,437.1,59164,56
US-SOUTH-01,2026-07-28 07:45:00,764.6,193290,90
ASIA-PAC,2026-07-24 18:30:00,582.8,129263,80
US-SOUTH-01,2026-07-15 14:15:00,777.9,80144,94
EMEA-WEST,2026-07-14 05:15:00,689.6,168008,80
US-EAST-01,2026-07-11 00:45:00,349.6,139342,69
ASIA-PAC,2026-07-27 05:30:00,360.8,90022,80
ASIA-PAC,2026-07-26 18:30:00,539.9,92014,83
ASIA-PAC,2026-07-17 23:45:00,477.4,77353,72
US-WEST-01,2026-07-15 21:00:00,729.4,159100,90
US-SOUTH-01,2026-07-27 23:30:00,555.8,31440,89
ASIA-PAC,2026-07-30 13:15:00,373.0,96652,57
ASIA-PAC,2026-07-29 21:15:00,513.7,87926,80
US-EAST-01,2026-07-27 14:30:00,601.0,156192,80
US-WEST-01,2026-07-30 16:45:00,589.6,111307,80
EMEA-EAST,2026-07-16 06:30:00,623.2,98481,80
EMEA-EAST,2026-07-31 08:00:00,491.4,150356,71
ASIA-PAC,2026-07-22 07:15:00,878.7,105732,90
ASIA-PAC,2026-07-16 03:00:00,616.3,41272,80
US-EAST-01,2026-07-15 21:45:00,202.3,111173,70
US-WEST-01,2026-07-31 02:30:00,271.2,119478,50
US-EAST-01,2026-07-17 06:00:00,733.9,151024,90
ASIA-PAC,2026-07-12 06:30:00,763.9,88640,90
US-WEST-01,2026-07-23 09:00:00,682.6,136164,80
EMEA-WEST,2026-07-12 04:45:00,335.9,127367,52
ASIA-SOUTH,2026-07-16 19:00:00,621.5,122818,80
US-EAST-01,2026-07-28 15:15:00,225.1,127239,61
ASIA-PAC,2026-07-16 06:30:00,858.5,85512,90
US-SOUTH-01,2026-07-29 05:30:00,350.4,100650,82
EMEA-WEST,2026-07-10 19:15:00,271.2,62442,82
US-EAST-01,2026-07-13 11:15:00,825.7,153032,93
EMEA-WEST,2026-07-20 07:00:00,317.0,117451,50
ASIA-PAC,2026-07-21 01:45:00,613.0,85702,80
US-EAST-01,2026-07-23 09:00:00,340.2,85321,90
EMEA-WEST,2026-07-14 18:30:00,744.4,144202,90
ASIA-PAC,2026-07-27 06:00:00,333.7,129257,85
EMEA-EAST,2026-07-28 01:15:00,587.2,80798,80
ASIA-PAC,2026-07-13 09:30:00,991.7,34606,93
US-EAST-01,2026-07-28 12:15:00,347.0,56708,48
EMEA-WEST,2026-07-31 14:30:00,680.9,153087,94
US-EAST-01,2026-07-22 12:30:00,418.1,104142,86
US-EAST-01,2026-07-26 20:45:00,403.4,43019,60
ASIA-PAC,2026-07-13 06:00:00,706.6,134392,90
EMEA-EAST,2026-07-11 07:45:00,735.6,111726,90
US-WEST-01,2026-07-23 23:15:00,659.4,103446,80
EMEA-WEST,2026-07-29 09:15:00,873.8,115135,90
US-SOUTH-01,2026-07-21 07:45:00,350.4,135738,52
ASIA-PAC,2026-07-25 17:00:00,510.0,90773,90
US-SOUTH-01,2026-07-30 22:00:00,314.3,121545,84
EMEA-EAST,2026-07-13 13:30:00,292.5,179313,88
US-EAST-01,2026-07-15 04:00:00,398.6,119308,48
ASIA-PAC,2026-07-10 16:15:00,657.4,167693,80
ASIA-PAC,2026-07-21 18:30:00,933.4,30694,90
ASIA-PAC,2026-07-14 10:30:00,831.9,112125,90
US-EAST-01,2026-07-24 13:45:00,780.2,105544,98
US-SOUTH-01,2026-07-11 11:45:00,845.1,23009,90
EMEA-WEST,2026-07-16 07:45:00,318.1,74073,56
ASIA-PAC,2026-07-29 19:00:00,840.6,46723,90
US-SOUTH-01,2026-07-24 07:45:00,413.2,115806,55
US-EAST-01,2026-07-16 16:30:00,204.7,120987,70
ASIA-SOUTH,2026-07-22 20:15:00,218.9,85631,70
US-EAST-01,2026-07-19 12:15:00,484.3,85959,92
ASIA-PAC,2026-07-26 23:45:00,722.3,46310,90
ASIA-SOUTH,2026-07-24 05:00:00,354.8,79839,50
US-SOUTH-01,2026-07-18 21:45:00,838.1,72950,90
US-EAST-01,2026-07-16 09:45:00,691.6,128859,91
ASIA-SOUTH,2026-07-14 09:45:00,866.4,110360,90
ASIA-PAC,2026-07-13 09:00:00,766.5,186390,90
US-EAST-01,2026-07-10 07:00:00,768.1,41683,90
EMEA-WEST,2026-07-17 13:15:00,540.0,27096,80
ASIA-PAC,2026-07-27 06:30:00,406.0,47830,91
ASIA-SOUTH,2026-07-20 05:45:00,553.4,98918,80
ASIA-PAC,2026-07-31 17:00:00,776.1,47868,90
US-SOUTH-01,2026-07-31 13:45:00,425.2,189516,91
ASIA-SOUTH,2026-07-24 18:30:00,735.9,26855,90
US-EAST-01,2026-07-29 01:00:00,633.0,172302,80
EMEA-WEST,2026-07-10 16:30:00,510.5,172202,83
ASIA-PAC,2026-07-29 14:45:00,336.8,30724,84
ASIA-SOUTH,2026-07-15 20:15:00,794.6,114712,90
US-WEST-01,2026-07-21 13:00:00,453.0,116249,64
EMEA-WEST,2026-07-14 02:15:00,894.7,173728,90
US-SOUTH-01,2026-07-14 10:15:00,775.7,138117,90
ASIA-PAC,2026-07-29 19:00:00,961.3,191672,90
ASIA-SOUTH,2026-07-19 10:00:00,265.8,160932,49
EMEA-WEST,2026-07-18 08:30:00,651.2,112437,84
ASIA-PAC,2026-07-16 16:30:00,910.3,109203,90
US-WEST-01,2026-07-25 08:15:00,785.2,30927,90
ASIA-PAC,2026-07-16 12:30:00,560.5,107793,80
EMEA-EAST,2026-07-17 02:30:00,310.6,154594,48
US-EAST-01,2026-07-25 18:00:00,649.2,65627,80
US-WEST-01,2026-07-12 10:30:00,232.6,163275,70
US-SOUTH-01,2026-07-22 16:15:00,818.7,74292,90
ASIA-PAC,2026-07-29 12:15:00,750.3,163466,90
ASIA-PAC,2026-07-20 16:30:00,742.4,95956,90
ASIA-SOUTH,2026-07-18 20:00:00,616.2,28818,98
US-EAST-01,2026-07-28 03:45:00,709.3,143174,90
US-EAST-01,2026-07-21 11:45:00,259.4,85057,64
ASIA-PAC,2026-07-15 20:45:00,276.7,154096,77
EMEA-EAST,2026-07-31 19:30:00,828.8,35990,90
US-WEST-01,2026-07-26 08:15:00,451.1,158237,69
US-SOUTH-01,2026-07-15 02:30:00,382.4,121021,60
US-EAST-01,2026-07-30 06:30:00,371.9,30455,78
ASIA-PAC,2026-07-28 23:15:00,1013.2,145272,90
US-EAST-01,2026-07-18 07:00:00,835.3,121309,90
US-SOUTH-01,2026-07-25 18:00:00,522.2,133883,80
ASIA-PAC,2026-07-14 15:45:00,780.5,71134,90
ASIA-PAC,2026-07-27 08:00:00,800.6,87980,90
ASIA-PAC,2026-07-25 15:15:00,823.2,71479,94
EMEA-WEST,2026-07-31 23:59:00,838.4,36159,90
US-SOUTH-01,2026-07-28 13:15:00,1013.3,27649,90
US-EAST-01,2026-07-23 01:00:00,345.8,76796,77
US-EAST-01,2026-07-23 20:45:00,542.0,177006,80
ASIA-PAC,2026-07-12 03:30:00,685.0,192708,80
EMEA-WEST,2026-07-15 15:30:00,676.3,153851,80
US-SOUTH-01,2026-07-23 10:45:00,535.0,22743,80
EMEA-WEST,2026-07-21 01:15:00,887.1,31569,90
ASIA-PAC,2026-07-24 13:45:00,699.3,172957,85
ASIA-PAC,2026-07-16 17:15:00,892.3,105923,90
US-SOUTH-01,2026-07-23 15:45:00,684.7,148775,93
EMEA-EAST,2026-07-24 23:45:00,877.9,84492,90
US-SOUTH-01,2026-07-11 11:15:00,351.8,34971,85
US-EAST-01,2026-07-18 15:30:00,701.6,40581,90
ASIA-PAC,2026-07-11 16:30:00,516.5,32747,97
US-WEST-01,2026-07-29 11:45:00,763.1,22676,96
US-EAST-01,2026-07-25 09:15:00,386.9,42184,62
ASIA-SOUTH,2026-07-16 01:15:00,437.8,63982,79
US-WEST-01,2026-07-18 10:45:00,365.2,119010,98
ASIA-PAC,2026-07-16 02:15:00,410.2,80924,89
US-EAST-01,2026-07-31 04:15:00,179.6,62259,59
EMEA-WEST,2026-07-23 03:00:00,248.7,66158,70
EMEA-WEST,2026-07-22 05:00:00,638.3,79433,80
US-EAST-01,2026-07-14 19:30:00,370.4,29187,89
ASIA-PAC,2026-07-21 10:15:00,634.0,152336,98
ASIA-SOUTH,2026-07-22 11:45:00,541.1,57235,80
EMEA-EAST,2026-07-30 08:15:00,188.1,99820,57
ASIA-SOUTH,2026-07-16 11:45:00,477.3,148015,66
US-SOUTH-01,2026-07-26 15:45:00,1013.4,76251,90
ASIA-PAC,2026-07-19 20:30:00,384.5,145663,84
US-EAST-01,2026-07-12 06:15:00,853.9,134031,90
EMEA-WEST,2026-07-22 15:00:00,331.1,44751,81
EMEA-EAST,2026-07-11 08:15:00,347.4,49768,78
EMEA-EAST,2026-07-16 22:00:00,218.0,176379,70
ASIA-PAC,2026-07-19 17:00:00,929.8,31192,90
US-WEST-01,2026-07-28 08:45:00,325.8,156804,66
EMEA-WEST,2026-07-16 11:30:00,539.3,173726,89
US-EAST-01,2026-07-16 16:30:00,820.9,96487,90
EMEA-WEST,2026-07-20 18:00:00,749.2,57281,96
ASIA-PAC,2026-07-15 10:00:00,810.5,171706,99
ASIA-SOUTH,2026-07-10 19:15:00,252.3,121365,79
US-SOUTH-01,2026-07-24 19:00:00,964.1,175821,90
ASIA-SOUTH,2026-07-18 22:45:00,536.2,85887,80
ASIA-SOUTH,2026-07-29 15:00:00,657.8,110551,93
ASIA-PAC,2026-07-11 07:45:00,436.6,77803,93
US-WEST-01,2026-07-17 17:00:00,529.8,96840,81
US-SOUTH-01,2026-07-28 15:30:00,310.1,161500,57
US-SOUTH-01,2026-07-20 23:30:00,431.5,92154,48
EMEA-EAST,2026-07-17 23:15:00,465.7,92617,54
ASIA-PAC,2026-07-21 14:45:00,745.1,56254,90
ASIA-PAC,2026-07-30 22:00:00,355.8,131704,83
US-EAST-01,2026-07-23 12:15:00,820.3,167624,90
US-SOUTH-01,2026-07-26 10:15:00,911.2,29742,90
US-WEST-01,2026-07-12 21:15:00,489.7,96406,82
ASIA-PAC,2026-07-28 08:15:00,340.9,138476,93
US-SOUTH-01,2026-07-21 03:30:00,664.7,117635,93
US-WEST-01,2026-07-23 12:45:00,258.5,56414,64
US-WEST-01,2026-07-19 01:30:00,415.4,40358,67
US-EAST-01,2026-07-23 04:45:00,545.4,119746,93
ASIA-PAC,2026-07-29 02:30:00,618.8,46355,80
US-SOUTH-01,2026-07-27 02:30:00,334.4,99156,80
ASIA-PAC,2026-07-26 21:30:00,793.7,179642,90
EMEA-EAST,2026-07-26 11:45:00,143.4,90872,48
ASIA-SOUTH,2026-07-17 05:15:00,551.9,132139,80
ASIA-PAC,2026-07-13 21:30:00,637.5,104477,96
US-EAST-01,2026-07-31 14:30:00,813.3,107378,90
US-SOUTH-01,2026-07-28 19:30:00,309.2,31076,54
ASIA-SOUTH,2026-07-13 12:30:00,239.2,127325,70
US-SOUTH-01,2026-07-10 10:30:00,937.5,41379,90
ASIA-PAC,2026-07-19 00:30:00,721.3,49680,90
US-EAST-01,2026-07-16 18:15:00,279.0,48744,71
ASIA-PAC,2026-07-24 01:00:00,918.0,37526,90
US-EAST-01,2026-07-13 21:00:00,745.1,41223,90
US-SOUTH-01,2026-07-18 17:45:00,322.6,194390,72
ASIA-PAC,2026-07-12 05:00:00,773.4,53327,90
ASIA-PAC,2026-07-21 19:45:00,924.2,65282,90
US-WEST-01,2026-07-25 18:45:00,146.9,119829,45
EMEA-WEST,2026-07-26 21:00:00,774.8,170678,90
EMEA-WEST,2026-07-30 10:15:00,455.4,63824,46
ASIA-PAC,2026-07-14 22:30:00,864.3,138004,90
US-WEST-01,2026-07-23 11:15:00,297.0,87661,45
EMEA-WEST,2026-07-12 10:30:00,188.0,65491,70
US-SOUTH-01,2026-07-27 10:30:00,426.7,132682,63
US-WEST-01,2026-07-22 19:45:00,846.8,152560,90
ASIA-PAC,2026-07-26 05:15:00,321.5,177681,98
US-WEST-01,2026-07-21 14:45:00,420.2,89367,77
US-EAST-01,2026-07-27 09:15:00,351.8,88840,74
US-EAST-01,2026-07-25 02:45:00,491.2,96112,46
ASIA-SOUTH,2026-07-12 00:45:00,863.3,20543,90
ASIA-PAC,2026-07-22 05:45:00,787.6,54337,91
US-SOUTH-01,2026-07-15 14:30:00,448.9,190496,53
US-SOUTH-01,2026-07-20 15:00:00,526.6,160396,80
US-WEST-01,2026-07-21 04:30:00,514.8,64180,84
US-EAST-01,2026-07-12 22:00:00,723.8,95716,90
ASIA-PAC,2026-07-21 22:45:00,496.9,54476,85
US-WEST-01,2026-07-26 02:30:00,879.0,136188,90
EMEA-EAST,2026-07-13 09:45:00,451.5,103266,58
US-WEST-01,2026-07-19 10:45:00,811.8,69503,90
ASIA-PAC,2026-07-29 03:45:00,776.2,110274,95
ASIA-PAC,2026-07-14 18:45:00,590.5,125231,96
US-EAST-01,2026-07-27 03:45:00,829.7,47500,90
EMEA-EAST,2026-07-20 13:15:00,655.5,163727,95
US-EAST-01,2026-07-23 08:30:00,175.1,129024,70
US-WEST-01,2026-07-10 07:15:00,633.2,106884,83
ASIA-PAC,2026-07-23 14:45:00,851.0,78239,90
EMEA-EAST,2026-07-12 14:00:00,379.8,108183,75
US-SOUTH-01,2026-07-20 07:30:00,580.3,162798,80
US-EAST-01,2026-07-14 11:45:00,166.5,46170,51
US-EAST-01,2026-07-27 11:15:00,219.1,171925,70
ASIA-PAC,2026-07-13 08:30:00,384.1,84654,58
US-SOUTH-01,2026-07-29 05:45:00,1059.6,173606,90
ASIA-PAC,2026-07-10 14:15:00,659.2,147563,80
EMEA-WEST,2026-07-16 08:15:00,254.1,74989,77
EMEA-WEST,2026-07-13 14:00:00,856.4,23218,90
ASIA-PAC,2026-07-17 07:00:00,875.0,65033,90
US-SOUTH-01,2026-07-28 03:30:00,405.8,87966,59
US-EAST-01,2026-07-11 01:15:00,628.8,92563,80
US-WEST-01,2026-07-18 13:00:00,553.2,144651,98
US-SOUTH-01,2026-07-14 22:30:00,898.3,139764,90
ASIA-PAC,2026-07-20 21:45:00,401.5,132412,80
EMEA-EAST,2026-07-28 03:00:00,125.2,45606,70
US-EAST-01,2026-07-17 04:15:00,170.5,26605,70
US-SOUTH-01,2026-07-29 22:15:00,946.0,156190,90
ASIA-PAC,2026-07-11 23:30:00,574.4,41472,80
ASIA-PAC,2026-07-13 00:45:00,924.4,83855,90
US-SOUTH-01,2026-07-21 03:45:00,1006.2,143572,90
EMEA-EAST,2026-07-14 08:15:00,598.6,89115,80
US-SOUTH-01,2026-07-27 05:30:00,707.6,35765,90
US-EAST-01,2026-07-25 02:15:00,765.2,154072,90
ASIA-PAC,2026-07-24 02:30:00,750.5,160292,90
US-WEST-01,2026-07-21 16:15:00,880.8,37675,90
US-WEST-01,2026-07-26 16:00:00,359.4,127531,76
EMEA-WEST,2026-07-24 08:00:00,162.8,143201,70
EMEA-EAST,2026-07-31 09:15:00,535.7,110667,85
ASIA-PAC,2026-07-16 10:00:00,342.7,141929,53
US-EAST-01,2026-07-26 15:15:00,824.3,179911,94
US-SOUTH-01,2026-07-13 15:15:00,870.4,80576,90
EMEA-EAST,2026-07-21 22:15:00,309.3,174758,87
ASIA-SOUTH,2026-07-11 06:00:00,614.1,96169,80
ASIA-PAC,2026-07-12 17:00:00,826.7,26979,90
EMEA-EAST,2026-07-17 03:45:00,443.9,45678,91
EMEA-WEST,2026-07-12 15:15:00,778.3,113275,90
US-EAST-01,2026-07-31 10:30:00,243.6,115999,63
EMEA-EAST,2026-07-10 03:00:00,654.4,99971,80
ASIA-PAC,2026-07-26 03:15:00,1033.8,192939,92
US-SOUTH-01,2026-07-21 01:45:00,1018.5,189479,90
US-SOUTH-01,2026-07-10 15:30:00,365.1,183934,72
ASIA-PAC,2026-07-19 19:15:00,620.2,175324,80
US-EAST-01,2026-07-27 01:00:00,374.1,59035,53
ASIA-PAC,2026-07-26 19:00:00,527.6,158531,81
ASIA-PAC,2026-07-22 07:15:00,307.8,139055,68
US-EAST-01,2026-07-15 00:00:00,819.8,165467,90
ASIA-PAC,2026-07-26 21:45:00,866.2,193687,95
US-WEST-01,2026-07-13 03:15:00,789.6,105829,90
ASIA-PAC,2026-07-26 11:00:00,497.2,164165,89
ASIA-PAC,2026-07-20 14:15:00,1070.0,56722,90
US-EAST-01,2026-07-26 03:00:00,520.9,94687,80
US-EAST-01,2026-07-14 06:45:00,845.9,136550,90
US-SOUTH-01,2026-07-21 03:30:00,1071.3,75171,90
ASIA-PAC,2026-07-14 11:00:00,503.5,78043,80
US-WEST-01,2026-07-31 23:30:00,177.6,70173,48
EMEA-WEST,2026-07-17 14:00:00,465.1,128536,58
US-SOUTH-01,2026-07-19 19:30:00,378.2,193988,96
US-EAST-01,2026-07-21 23:30:00,833.8,32596,90
ASIA-PAC,2026-07-19 10:45:00,901.2,113639,90
US-WEST-01,2026-07-17 06:30:00,154.5,53428,47
ASIA-SOUTH,2026-07-22 09:45:00,632.1,110029,80
US-SOUTH-01,2026-07-24 01:00:00,940.5,41062,90
EMEA-WEST,2026-07-18 09:45:00,628.2,162355,80
ASIA-PAC,2026-07-10 13:45:00,666.3,80762,84
US-EAST-01,2026-07-12 12:15:00,210.1,94277,70
US-SOUTH-01,2026-07-16 12:45:00,614.9,63697,87
US-SOUTH-01,2026-07-24 06:45:00,938.3,176095,90
US-WEST-01,2026-07-12 17:45:00,224.1,140978,70
ASIA-PAC,2026-07-16 11:00:00,447.9,150227,87
ASIA-SOUTH,2026-07-31 10:00:00,317.1,97874,63
US-WEST-01,2026-07-25 08:15:00,517.3,160557,89
US-EAST-01,2026-07-24 15:00:00,340.2,37681,97
US-SOUTH-01,2026-07-17 03:45:00,365.6,75021,85
ASIA-PAC,2026-07-18 11:00:00,430.9,56434,71
EMEA-WEST,2026-07-25 15:30:00,406.6,148844,94
US-SOUTH-01,2026-07-19 07:00:00,552.8,128824,80
US-WEST-01,2026-07-17 17:00:00,532.2,117106,80
US-WEST-01,2026-07-14 12:45:00,842.4,57695,97
ASIA-PAC,2026-07-19 09:00:00,640.2,38887,80
US-EAST-01,2026-07-21 21:30:00,428.4,128294,62
EMEA-EAST,2026-07-21 12:15:00,690.7,167040,80
EMEA-WEST,2026-07-20 00:15:00,159.7,52139,50
ASIA-PAC,2026-07-24 00:00:00,1026.6,188097,90
ASIA-PAC,2026-07-21 20:45:00,816.5,76240,90
US-SOUTH-01,2026-07-26 16:00:00,763.8,60848,90
US-EAST-01,2026-07-29 12:30:00,229.3,37126,64
ASIA-SOUTH,2026-07-12 22:00:00,277.9,91045,83
US-SOUTH-01,2026-07-19 09:30:00,449.8,66873,48
ASIA-PAC,2026-07-23 09:45:00,391.7,59415,47
US-SOUTH-01,2026-07-16 22:00:00,356.2,124450,56
EMEA-WEST,2026-07-25 23:45:00,887.2,66835,99
EMEA-EAST,2026-07-15 16:30:00,330.2,82553,70
US-EAST-01,2026-07-19 18:30:00,731.6,102036,90
ASIA-PAC,2026-07-29 19:30:00,523.0,152019,93
ASIA-SOUTH,2026-07-16 10:30:00,374.0,77491,84
ASIA-PAC,2026-07-15 00:45:00,588.0,158716,90
EMEA-EAST,2026-07-23 07:15:00,275.9,125627,77
ASIA-SOUTH,2026-07-22 04:45:00,622.5,50957,90
ASIA-PAC,2026-07-17 17:00:00,279.2,128886,63
US-EAST-01,2026-07-31 20:30:00,365.3,104443,68
ASIA-SOUTH,2026-07-24 07:45:00,617.2,146011,85
EMEA-WEST,2026-07-14 07:45:00,137.9,167413,70
US-SOUTH-01,2026-07-24 16:45:00,517.5,189033,82
ASIA-PAC,2026-07-31 10:30:00,347.7,173976,47
ASIA-PAC,2026-07-14 09:45:00,329.4,61384,79
ASIA-SOUTH,2026-07-28 07:45:00,141.1,114410,70
US-EAST-01,2026-07-13 22:30:00,532.7,141962,81
US-EAST-01,2026-07-18 07:30:00,413.7,174568,84
ASIA-PAC,2026-07-29 05:00:00,308.6,155189,65
EMEA-WEST,2026-07-11 19:45:00,668.9,34387,80
US-SOUTH-01,2026-07-21 07:15:00,298.1,195232,66
US-SOUTH-01,2026-07-23 21:15:00,315.9,85943,64
US-SOUTH-01,2026-07-27 04:30:00,433.5,168693,80
ASIA-PAC,2026-07-20 17:30:00,320.4,68319,74
ASIA-SOUTH,2026-07-25 03:30:00,832.3,106772,96
ASIA-SOUTH,2026-07-14 14:15:00,803.5,163912,90
ASIA-PAC,2026-07-27 23:45:00,424.6,63428,55
US-WEST-01,2026-07-22 23:30:00,211.3,116802,70
ASIA-PAC,2026-07-14 18:30:00,566.1,102750,95
EMEA-WEST,2026-07-21 12:00:00,545.7,127303,80
US-EAST-01,2026-07-26 12:30:00,838.0,149422,90
ASIA-SOUTH,2026-07-29 11:00:00,520.4,174069,98
ASIA-PAC,2026-07-15 01:00:00,414.1,161770,79
ASIA-PAC,2026-07-12 02:15:00,712.2,146575,90
ASIA-SOUTH,2026-07-18 16:00:00,172.4,67164,58
ASIA-SOUTH,2026-07-27 07:30:00,381.8,156052,88
US-EAST-01,2026-07-18 21:30:00,621.1,160331,80
US-EAST-01,2026-07-28 02:45:00,352.7,20271,92
ASIA-PAC,2026-07-20 04:00:00,643.8,32283,80
US-SOUTH-01,2026-07-17 21:00:00,317.5,47977,79
EMEA-WEST,2026-07-19 18:00:00,801.0,140182,90
US-WEST-01,2026-07-28 14:00:00,697.7,148088,80
EMEA-EAST,2026-07-21 19:00:00,733.0,31431,90
ASIA-PAC,2026-07-11 00:00:00,275.0,28657,83
US-EAST-01,2026-07-25 20:45:00,524.7,130402,85
US-SOUTH-01,2026-07-16 05:15:00,964.3,130247,90
US-WEST-01,2026-07-11 18:30:00,571.7,118958,91
