outage_id,region,timestamp,severity,component,status,duration_minutes
INC-000306,ASIA-SOUTH,2026-07-28 15:10:00,Major,Fiber Break,Active,1440
INC-000307,US-EAST-01,2026-07-27 14:15:00,Minor,BGP Route,Resolved,60
INC-000308,ASIA-PAC,2026-07-30 18:05:00,Critical,Configuration Error,Resolved,180
INC-000309,US-WEST-01,2026-07-20 04:00:00,Warning,Software Bug,Active,600
INC-000310,ASIA-PAC,2026-07-28 01:20:00,Critical,Hardware Fault,Active,240
INC-000311,ASIA-SOUTH,2026-07-27 08:15:00,Major,BGP Route,Resolved,1080
INC-000312,US-SOUTH-01,2026-07-14 17:20:00,Critical,Configuration Error,Resolved,300
INC-000313,ASIA-PAC,2026-07-14 00:10:00,Critical,Configuration Error,Resolved,1200
INC-000314,ASIA-SOUTH,2026-07-22 19:40:00,Critical,Scheduled UPS Test,Resolved,300
INC-000315,ASIA-PAC,2026-07-10 09:15:00,Critical,Software Bug,Active,1080
INC-000316,US-EAST-01,2026-07-11 09:10:00,Major,Fiber Backbone,Active,300
INC-000317,EMEA-EAST,2026-07-14 04:35:00,Minor,Power Outage,Resolved,75
INC-000318,EMEA-EAST,2026-07-31 12:30:00,Critical,Hardware Fault,Resolved,180
INC-000319,US-EAST-01,2026-07-25 01:00:00,Minor,Fiber Backbone,Active,1080
INC-000320,US-WEST-01,2026-07-31 04:25:00,Major,Equipment Fault,Resolved,180
INC-000321,ASIA-SOUTH,2026-07-20 09:30:00,Minor,Configuration Error,Resolved,15
INC-000322,ASIA-PAC,2026-07-23 12:35:00,Major,Scheduled UPS Test,Resolved,600
INC-000323,EMEA-WEST,2026-07-28 20:45:00,Major,Configuration Error,Resolved,180
INC-000324,ASIA-PAC,2026-07-24 23:00:00,Critical,Software Bug,Resolved,180
INC-000325,ASIA-SOUTH,2026-07-20 09:00:00,Minor,Fiber Break,Resolved,180
INC-000326,US-SOUTH-01,2026-07-18 22:25:00,Warning,Fiber Backbone,Active,120
INC-000327,ASIA-PAC,2026-07-22 09:05:00,Critical,Power Outage,Resolved,180
INC-000328,EMEA-EAST,2026-07-22 23:20:00,Warning,Software Bug,Active,120
INC-000329,ASIA-PAC,2026-07-30 14:40:00,Warning,Scheduled UPS Test,Resolved,120
INC-000330,US-EAST-01,2026-07-19 08:35:00,Minor,Configuration Error,Resolved,900
INC-000331,EMEA-WEST,2026-07-15 16:15:00,Major,BGP Route,Resolved,480
INC-000332,US-EAST-01,2026-07-17 02:05:00,Critical,Equipment Fault,Active,900
INC-000333,US-WEST-01,2026-07-19 22:05:00,Major,BGP Route,Active,480
INC-000334,US-SOUTH-01,2026-07-28 06:25:00,Major,Configuration Error,Active,900
INC-000335,EMEA-EAST,2026-07-10 16:35:00,Minor,BGP Route,Resolved,360
INC-000336,ASIA-PAC,2026-07-24 23:10:00,Critical,Fiber Backbone,Active,720
INC-000337,US-WEST-01,2026-07-12 03:45:00,Minor,Software Bug,Resolved,1800
INC-000338,ASIA-SOUTH,2026-07-28 13:15:00,Warning,Software Bug,Resolved,90
INC-000339,US-EAST-01,2026-07-26 23:35:00,Major,Hardware Fault,Resolved,180
INC-000340,US-SOUTH-01,2026-07-22 17:25:00,Minor,BGP Route,Resolved,15
INC-000341,US-EAST-01,2026-07-25 15:20:00,Minor,Power Outage,Resolved,15
INC-000342,EMEA-EAST,2026-07-19 00:05:00,Critical,Software Bug,Resolved,180
INC-000343,ASIA-PAC,2026-07-12 20:35:00,Warning,BGP Route,Active,120
INC-000344,US-WEST-01,2026-07-15 03:05:00,Critical,Fiber Break,Resolved,180
INC-000345,US-EAST-01,2026-07-10 05:20:00,Major,Cloud Flare,Active,180
INC-000346,ASIA-PAC,2026-07-14 06:15:00,Critical,Equipment Fault,Active,180
INC-000347,US-EAST-01,2026-07-13 00:35:00,Minor,Equipment Fault,Active,300
INC-000348,US-WEST-01,2026-07-14 18:35:00,Critical,Cloud Flare,Resolved,180
INC-000349,EMEA-EAST,2026-07-27 03:15:00,Minor,Fiber Backbone,Resolved,1440
INC-000350,ASIA-PAC,2026-07-10 09:25:00,Warning,Fiber Backbone,Active,480
INC-000351,US-SOUTH-01,2026-07-20 19:10:00,Critical,Configuration Error,Resolved,180
INC-000352,US-EAST-01,2026-07-26 18:35:00,Minor,Software Bug,Resolved,1440
INC-000353,US-EAST-01,2026-07-29 05:05:00,Warning,Fiber Backbone,Resolved,1080
INC-000354,EMEA-WEST,2026-07-18 20:45:00,Warning,Fiber Break,Active,1800
INC-000355,ASIA-PAC,2026-07-31 09:05:00,Major,Hardware Fault,Active,180
INC-000356,EMEA-EAST,2026-07-22 13:25:00,Warning,Software Bug,Resolved,1200
INC-000357,ASIA-PAC,2026-07-13 19:25:00,Major,Hardware Fault,Active,180
INC-000358,US-EAST-01,2026-07-16 02:10:00,Minor,Fiber Break,Resolved,1440
INC-000359,US-WEST-01,2026-07-28 00:00:00,Major,Fiber Backbone,Active,180
INC-000360,US-SOUTH-01,2026-07-14 23:25:00,Critical,Software Bug,Active,240
INC-000361,ASIA-PAC,2026-07-31 12:40:00,Warning,Software Bug,Resolved,480
INC-000362,US-SOUTH-01,2026-07-20 08:05:00,Major,Scheduled UPS Test,Resolved,1440
INC-000363,US-EAST-01,2026-07-26 09:45:00,Major,Fiber Break,Active,480
INC-000364,ASIA-PAC,2026-07-24 17:30:00,Major,Cloud Flare,Active,180
INC-000365,US-WEST-01,2026-07-23 17:30:00,Critical,BGP Route,Resolved,1080
INC-000366,ASIA-PAC,2026-07-18 09:00:00,Minor,Power Outage,Active,120
INC-000367,US-EAST-01,2026-07-26 12:05:00,Critical,Configuration Error,Resolved,600
INC-000368,US-WEST-01,2026-07-31 17:20:00,Warning,Hardware Fault,Resolved,30
INC-000369,US-EAST-01,2026-07-14 22:40:00,Major,Fiber Break,Active,240
INC-000370,US-EAST-01,2026-07-15 20:00:00,Warning,BGP Route,Active,240
INC-000371,ASIA-PAC,2026-07-23 11:00:00,Warning,Fiber Break,Resolved,900
INC-000372,ASIA-SOUTH,2026-07-16 03:25:00,Minor,Software Bug,Active,1440
INC-000373,ASIA-PAC,2026-07-14 18:40:00,Warning,Software Bug,Active,1800
INC-000374,US-EAST-01,2026-07-20 01:40:00,Warning,Software Bug,Resolved,600
INC-000375,US-SOUTH-01,2026-07-21 08:00:00,Major,Fiber Break,Active,600
INC-000376,US-SOUTH-01,2026-07-22 10:35:00,Minor,Power Outage,Resolved,900
INC-000377,US-SOUTH-01,2026-07-13 18:10:00,Major,Hardware Fault,Resolved,180
INC-000378,ASIA-PAC,2026-07-30 11:40:00,Critical,Configuration Error,Active,300
INC-000379,ASIA-SOUTH,2026-07-26 20:15:00,Critical,Fiber Backbone,Resolved,240
INC-000380,EMEA-WEST,2026-07-16 06:35:00,Minor,Fiber Break,Active,120
INC-000381,US-EAST-01,2026-07-18 19:30:00,Major,BGP Route,Resolved,180
INC-000382,EMEA-EAST,2026-07-12 17:15:00,Major,Fiber Backbone,Active,1800
INC-000383,US-EAST-01,2026-07-19 11:20:00,Major,Fiber Break,Active,480
INC-000384,US-SOUTH-01,2026-07-16 02:40:00,Minor,Power Outage,Resolved,360
INC-000385,ASIA-PAC,2026-07-13 02:15:00,Major,Power Outage,Active,480
INC-000386,EMEA-WEST,2026-07-29 02:45:00,Minor,BGP Route,Resolved,30
INC-000387,ASIA-PAC,2026-07-22 13:45:00,Warning,Fiber Break,Resolved,90
INC-000388,EMEA-WEST,2026-07-20 02:25:00,Critical,Fiber Backbone,Resolved,180
INC-000389,EMEA-EAST,2026-07-24 11:10:00,Major,Cloud Flare,Resolved,180
INC-000390,ASIA-PAC,2026-07-29 07:25:00,Minor,Configuration Error,Resolved,120
INC-000391,EMEA-WEST,2026-07-10 18:40:00,Warning,Cloud Flare,Resolved,150
INC-000392,ASIA-PAC,2026-07-17 07:00:00,Warning,Software Bug,Resolved,120
INC-000393,US-WEST-01,2026-07-25 17:20:00,Warning,Configuration Error,Active,120
INC-000394,US-SOUTH-01,2026-07-14 06:10:00,Warning,Cloud Flare,Active,180
INC-000395,US-EAST-01,2026-07-25 12:10:00,Critical,Cloud Flare,Resolved,180
INC-000396,US-EAST-01,2026-07-22 03:20:00,Warning,Cloud Flare,Resolved,720
INC-000397,EMEA-WEST,2026-07-29 04:30:00,Warning,Configuration Error,Resolved,720
INC-000398,US-WEST-01,2026-07-10 10:40:00,Critical,BGP Route,Active,180
INC-000399,ASIA-PAC,2026-07-22 10:40:00,Minor,Power Outage,Resolved,180
INC-000400,US-SOUTH-01,2026-07-22 21:00:00,Critical,Equipment Fault,Resolved,900
INC-000401,US-SOUTH-01,2026-07-19 06:40:00,Warning,Fiber Break,Active,1200
INC-000402,EMEA-WEST,2026-07-19 23:00:00,Minor,Software Bug,Active,120
INC-000403,ASIA-PAC,2026-07-28 11:40:00,Minor,Configuration Error,Resolved,120
INC-000404,US-SOUTH-01,2026-07-17 07:20:00,Major,BGP Route,Resolved,240
INC-000405,US-WEST-01,2026-07-30 04:30:00,Warning,BGP Route,Resolved,300
INC-000406,ASIA-PAC,2026-07-20 21:25:00,Warning,Fiber Break,Active,150
INC-000407,US-EAST-01,2026-07-16 04:10:00,Minor,Software Bug,Resolved,1800
INC-000408,US-WEST-01,2026-07-20 18:35:00,Major,Power Outage,Resolved,1800
INC-000409,ASIA-PAC,2026-07-18 12:25:00,Major,Software Bug,Resolved,180
INC-000410,ASIA-SOUTH,2026-07-31 20:10:00,Critical,Software Bug,Active,900
INC-000411,EMEA-WEST,2026-07-17 13:40:00,Major,Cloud Flare,Active,1440
INC-000412,EMEA-EAST,2026-07-11 05:10:00,Critical,BGP Route,Resolved,180
INC-000413,ASIA-PAC,2026-07-15 06:05:00,Minor,Hardware Fault,Active,600
INC-000414,ASIA-PAC,2026-07-27 08:20:00,Critical,Hardware Fault,Resolved,240
INC-000415,ASIA-PAC,2026-07-22 07:15:00,Major,Fiber Backbone,Resolved,180
INC-000416,US-EAST-01,2026-07-28 14:45:00,Critical,Hardware Fault,Active,1800
INC-000417,EMEA-WEST,2026-07-11 11:30:00,Minor,Configuration Error,Resolved,600
INC-000418,US-EAST-01,2026-07-23 01:15:00,Minor,Equipment Fault,Active,120
INC-000419,ASIA-SOUTH,2026-07-29 14:15:00,Critical,Equipment Fault,Active,1440
INC-000420,ASIA-PAC,2026-07-19 00:45:00,Major,Fiber Break,Resolved,180
INC-000421,ASIA-SOUTH,2026-07-23 11:15:00,Warning,Equipment Fault,Resolved,360
INC-000422,ASIA-PAC,2026-07-24 11:25:00,Warning,BGP Route,Resolved,900
INC-000423,US-EAST-01,2026-07-16 11:45:00,Minor,Cloud Flare,Resolved,720
INC-000424,EMEA-EAST,2026-07-25 11:05:00,Critical,BGP Route,Active,480
INC-000425,EMEA-EAST,2026-07-21 05:35:00,Warning,Power Outage,Resolved,45
INC-000426,EMEA-EAST,2026-07-29 20:15:00,Minor,Equipment Fault,Active,120
INC-000427,ASIA-PAC,2026-07-14 22:00:00,Critical,BGP Route,Resolved,180
INC-000428,EMEA-WEST,2026-07-11 05:25:00,Warning,Fiber Break,Active,120
INC-000429,US-EAST-01,2026-07-30 21:20:00,Critical,Power Outage,Active,180
INC-000430,ASIA-SOUTH,2026-07-23 07:25:00,Minor,Configuration Error,Resolved,75
INC-000431,US-WEST-01,2026-07-30 00:45:00,Major,Hardware Fault,Resolved,180
INC-000432,EMEA-EAST,2026-07-23 06:10:00,Major,Equipment Fault,Active,300
INC-000433,EMEA-EAST,2026-07-23 23:05:00,Major,Fiber Break,Active,720
INC-000434,ASIA-PAC,2026-07-10 08:40:00,Critical,Cloud Flare,Resolved,300
INC-000435,EMEA-WEST,2026-07-11 10:45:00,Minor,BGP Route,Active,120
INC-000436,US-SOUTH-01,2026-07-15 20:40:00,Critical,Fiber Break,Resolved,180
INC-000437,US-EAST-01,2026-07-27 18:30:00,Major,Configuration Error,Active,1800
INC-000438,ASIA-PAC,2026-07-25 23:20:00,Minor,Fiber Break,Active,720
INC-000439,EMEA-EAST,2026-07-14 01:30:00,Major,Equipment Fault,Resolved,900
INC-000440,US-EAST-01,2026-07-29 22:05:00,Warning,BGP Route,Resolved,180
INC-000441,ASIA-PAC,2026-07-22 19:45:00,Minor,Hardware Fault,Resolved,720
INC-000442,EMEA-WEST,2026-07-15 06:00:00,Minor,Cloud Flare,Resolved,480
INC-000443,US-EAST-01,2026-07-24 08:35:00,Critical,Software Bug,Resolved,180
INC-000444,ASIA-PAC,2026-07-16 05:00:00,Major,Equipment Fault,Active,180
INC-000445,EMEA-EAST,2026-07-18 14:45:00,Minor,Power Outage,Resolved,720
INC-000446,US-WEST-01,2026-07-10 01:20:00,Critical,Fiber Break,Active,180
INC-000447,US-SOUTH-01,2026-07-27 15:15:00,Major,Hardware Fault,Active,180
INC-000448,ASIA-PAC,2026-07-24 10:15:00,Warning,Power Outage,Resolved,1440
INC-000449,ASIA-PAC,2026-07-23 07:40:00,Warning,Hardware Fault,Active,120
INC-000450,US-EAST-01,2026-07-18 20:05:00,Critical,Configuration Error,Resolved,600
INC-000451,US-EAST-01,2026-07-16 16:45:00,Warning,Software Bug,Active,1440
INC-000452,ASIA-SOUTH,2026-07-13 23:20:00,Minor,Fiber Backbone,Resolved,75
INC-000453,ASIA-PAC,2026-07-12 22:20:00,Major,Cloud Flare,Resolved,180
INC-000454,ASIA-SOUTH,2026-07-11 11:05:00,Warning,Fiber Backbone,Resolved,360
INC-000455,ASIA-PAC,2026-07-12 16:30:00,Minor,Equipment Fault,Resolved,360
INC-000456,ASIA-PAC,2026-07-21 17:40:00,Minor,Software Bug,Active,480
INC-000457,ASIA-PAC,2026-07-25 21:15:00,Major,Scheduled UPS Test,Resolved,720
INC-000458,EMEA-EAST,2026-07-30 21:45:00,Warning,Fiber Break,Resolved,45
INC-000459,US-EAST-01,2026-07-14 13:00:00,Minor,Fiber Backbone,Resolved,360
INC-000460,EMEA-WEST,2026-07-16 20:40:00,Minor,Equipment Fault,Active,120
INC-000461,US-EAST-01,2026-07-16 01:30:00,Warning,Equipment Fault,Active,120
INC-000462,ASIA-PAC,2026-07-25 20:20:00,Critical,Hardware Fault,Active,900
INC-000463,EMEA-WEST,2026-07-14 16:20:00,Minor,Fiber Backbone,Resolved,1800
INC-000464,US-WEST-01,2026-07-26 21:40:00,Critical,Power Outage,Resolved,180
INC-000465,US-SOUTH-01,2026-07-26 05:30:00,Minor,Power Outage,Active,900
INC-000466,ASIA-PAC,2026-07-10 19:05:00,Minor,Fiber Backbone,Active,150
INC-000467,ASIA-PAC,2026-07-13 08:40:00,Warning,Software Bug,Resolved,300
INC-000468,US-WEST-01,2026-07-23 10:25:00,Major,BGP Route,Resolved,240
INC-000469,ASIA-PAC,2026-07-27 17:00:00,Critical,Software Bug,Resolved,360
INC-000470,US-EAST-01,2026-07-28 03:20:00,Minor,Power Outage,Resolved,900
INC-000471,EMEA-WEST,2026-07-15 17:00:00,Minor,BGP Route,Active,360
INC-000472,EMEA-EAST,2026-07-25 18:35:00,Warning,Software Bug,Resolved,240
INC-000473,US-EAST-01,2026-07-20 16:15:00,Critical,Configuration Error,Resolved,180
INC-000474,EMEA-WEST,2026-07-31 04:40:00,Minor,Hardware Fault,Resolved,45
INC-000475,ASIA-SOUTH,2026-07-20 12:30:00,Warning,Scheduled UPS Test,Active,120
INC-000476,ASIA-PAC,2026-07-10 05:10:00,Critical,Equipment Fault,Resolved,180
INC-000477,ASIA-PAC,2026-07-19 16:40:00,Warning,Software Bug,Active,120
INC-000478,US-WEST-01,2026-07-11 05:00:00,Warning,Scheduled UPS Test,Active,120
INC-000479,EMEA-WEST,2026-07-18 12:25:00,Critical,Equipment Fault,Resolved,1080
INC-000480,US-SOUTH-01,2026-07-26 16:10:00,Warning,Equipment Fault,Active,1800
INC-000481,EMEA-EAST,2026-07-28 09:45:00,Critical,Scheduled UPS Test,Resolved,1200
INC-000482,EMEA-EAST,2026-07-28 16:00:00,Critical,Cloud Flare,Active,180
INC-000483,ASIA-PAC,2026-07-21 10:30:00,Major,Fiber Break,Resolved,600
INC-000484,US-EAST-01,2026-07-29 15:40:00,Major,Cloud Flare,Resolved,900
INC-000485,US-EAST-01,2026-07-21 07:05:00,Major,Hardware Fault,Resolved,1440
INC-000486,ASIA-SOUTH,2026-07-19 22:00:00,Major,Software Bug,Resolved,180
INC-000487,US-WEST-01,2026-07-11 13:30:00,Minor,Hardware Fault,Active,120
INC-000488,US-WEST-01,2026-07-13 12:15:00,Critical,Fiber Backbone,Resolved,180
INC-000489,EMEA-EAST,2026-07-21 03:45:00,Critical,Cloud Flare,Active,480
INC-000490,ASIA-PAC,2026-07-17 20:20:00,Major,Power Outage,Active,180
INC-000491,EMEA-EAST,2026-07-23 11:15:00,Warning,Fiber Break,Active,720
INC-000492,EMEA-WEST,2026-07-24 10:45:00,Warning,Scheduled UPS Test,Active,240
INC-000493,US-WEST-01,2026-07-19 06:40:00,Major,Configuration Error,Resolved,180
INC-000494,US-WEST-01,2026-07-25 18:05:00,Warning,BGP Route,Active,120
INC-000495,US-EAST-01,2026-07-18 15:00:00,Warning,Hardware Fault,Resolved,360
INC-000496,US-WEST-01,2026-07-27 08:40:00,Major,Fiber Break,Active,180
INC-000497,ASIA-PAC,2026-07-23 15:10:00,Minor,Equipment Fault,Active,300
INC-000498,US-WEST-01,2026-07-14 00:20:00,Warning,Fiber Backbone,Resolved,240
INC-000499,EMEA-EAST,2026-07-16 01:10:00,Major,Hardware Fault,Resolved,240
INC-000500,EMEA-WEST,2026-07-14 23:15:00,Critical,Power Outage,Active,180
INC-000501,US-WEST-01,2026-07-20 02:20:00,Critical,Scheduled UPS Test,Resolved,240
INC-000502,US-SOUTH-01,2026-07-27 13:15:00,Warning,Scheduled UPS Test,Resolved,1200
INC-000503,US-SOUTH-01,2026-07-21 22:15:00,Major,Fiber Break,Active,480
INC-000504,ASIA-PAC,2026-07-22 10:35:00,Major,Power Outage,Active,1200
INC-000505,EMEA-EAST,2026-07-13 03:10:00,Minor,Software Bug,Resolved,360
INC-000506,US-EAST-01,2026-07-25 01:45:00,Critical,Fiber Backbone,Resolved,180
INC-000507,ASIA-PAC,2026-07-26 18:25:00,Warning,Configuration Error,Resolved,150
INC-000508,ASIA-PAC,2026-07-30 06:05:00,Warning,Configuration Error,Resolved,45
INC-000509,US-WEST-01,2026-07-16 10:00:00,Warning,Cloud Flare,Resolved,240
INC-000510,US-SOUTH-01,2026-07-21 11:05:00,Major,Cloud Flare,Resolved,240
INC-000511,ASIA-PAC,2026-07-15 07:05:00,Major,Scheduled UPS Test,Resolved,1080
INC-000512,US-WEST-01,2026-07-19 23:00:00,Major,Configuration Error,Resolved,240
INC-000513,US-EAST-01,2026-07-12 14:15:00,Major,Fiber Backbone,Active,180
INC-000514,EMEA-WEST,2026-07-12 22:35:00,Warning,Power Outage,Active,480
INC-000515,ASIA-SOUTH,2026-07-21 03:30:00,Major,Cloud Flare,Resolved,1440
INC-000516,EMEA-WEST,2026-07-14 03:20:00,Major,Configuration Error,Resolved,180
INC-000517,US-EAST-01,2026-07-26 13:25:00,Critical,Cloud Flare,Resolved,900
INC-000518,ASIA-PAC,2026-07-24 05:30:00,Major,Equipment Fault,Resolved,180
INC-000519,US-SOUTH-01,2026-07-27 01:15:00,Major,BGP Route,Active,180
INC-000520,US-SOUTH-01,2026-07-25 19:15:00,Critical,Software Bug,Resolved,180
INC-000521,US-WEST-01,2026-07-18 06:05:00,Warning,Scheduled UPS Test,Active,120
INC-000522,US-SOUTH-01,2026-07-29 02:15:00,Warning,Equipment Fault,Active,1200
INC-000523,ASIA-SOUTH,2026-07-10 15:20:00,Minor,Software Bug,Resolved,180
INC-000524,US-EAST-01,2026-07-20 03:05:00,Critical,Fiber Break,Resolved,180
INC-000525,ASIA-PAC,2026-07-31 18:45:00,Warning,Configuration Error,Resolved,600
INC-000526,US-SOUTH-01,2026-07-28 07:15:00,Warning,BGP Route,Resolved,240
INC-000527,US-WEST-01,2026-07-12 02:30:00,Warning,Software Bug,Active,240
INC-000528,US-EAST-01,2026-07-26 01:40:00,Major,Scheduled UPS Test,Active,180
INC-000529,EMEA-EAST,2026-07-26 12:30:00,Warning,Equipment Fault,Active,300
INC-000530,US-WEST-01,2026-07-13 21:10:00,Minor,Configuration Error,Resolved,1800
INC-000531,EMEA-EAST,2026-07-29 05:30:00,Warning,Configuration Error,Resolved,240
INC-000532,ASIA-PAC,2026-07-10 14:05:00,Critical,BGP Route,Active,180
INC-000533,US-EAST-01,2026-07-26 06:00:00,Major,Equipment Fault,Resolved,900
INC-000534,US-WEST-01,2026-07-12 06:15:00,Warning,Fiber Backbone,Resolved,45
INC-000535,ASIA-SOUTH,2026-07-17 03:05:00,Minor,Configuration Error,Active,300
INC-000536,US-EAST-01,2026-07-30 15:35:00,Warning,Software Bug,Resolved,150
INC-000537,ASIA-PAC,2026-07-11 17:45:00,Critical,Fiber Backbone,Active,180
INC-000538,US-EAST-01,2026-07-23 04:30:00,Critical,Fiber Backbone,Active,360
INC-000539,ASIA-PAC,2026-07-23 06:00:00,Minor,Cloud Flare,Active,120
INC-000540,ASIA-PAC,2026-07-12 11:25:00,Major,Configuration Error,Resolved,180
INC-000541,US-SOUTH-01,2026-07-13 18:15:00,Warning,Hardware Fault,Active,150
INC-000542,US-WEST-01,2026-07-11 20:40:00,Critical,Fiber Break,Resolved,180
INC-000543,EMEA-WEST,2026-07-18 04:25:00,Major,Software Bug,Resolved,300
INC-000544,US-SOUTH-01,2026-07-15 02:10:00,Minor,Fiber Backbone,Active,720
INC-000545,US-EAST-01,2026-07-23 04:05:00,Major,Hardware Fault,Active,180
INC-000546,ASIA-PAC,2026-07-24 14:45:00,Major,Hardware Fault,Active,1080
INC-000547,EMEA-EAST,2026-07-24 16:40:00,Major,Fiber Break,Resolved,1200
INC-000548,US-EAST-01,2026-07-23 01:35:00,Major,BGP Route,Active,180
INC-000549,ASIA-SOUTH,2026-07-31 03:20:00,Minor,Equipment Fault,Active,150
INC-000550,US-EAST-01,2026-07-16 04:00:00,Warning,Configuration Error,Active,1800
INC-000551,US-SOUTH-01,2026-07-25 16:15:00,Minor,BGP Route,Active,1440
INC-000552,EMEA-WEST,2026-07-15 12:20:00,Warning,Cloud Flare,Active,180
INC-000553,ASIA-PAC,2026-07-24 05:45:00,Major,Fiber Backbone,Active,1800
INC-000554,ASIA-PAC,2026-07-14 16:05:00,Critical,Equipment Fault,Active,360
INC-000555,ASIA-PAC,2026-07-22 14:35:00,Warning,Hardware Fault,Active,1200
INC-000556,US-WEST-01,2026-07-29 00:45:00,Minor,Power Outage,Active,360
INC-000557,US-EAST-01,2026-07-21 15:30:00,Major,Scheduled UPS Test,Active,180
INC-000558,US-SOUTH-01,2026-07-13 18:20:00,Major,Power Outage,Active,180
INC-000559,ASIA-PAC,2026-07-16 19:45:00,Warning,Software Bug,Resolved,360
INC-000560,ASIA-PAC,2026-07-16 10:45:00,Major,BGP Route,Active,180
INC-000561,US-EAST-01,2026-07-23 06:30:00,Major,BGP Route,Active,720
INC-000562,US-EAST-01,2026-07-17 09:00:00,Minor,Equipment Fault,Active,1080
INC-000563,ASIA-PAC,2026-07-26 12:25:00,Major,Fiber Backbone,Resolved,180
INC-000564,ASIA-PAC,2026-07-22 15:35:00,Warning,Cloud Flare,Active,120
INC-000565,EMEA-EAST,2026-07-26 05:20:00,Critical,Cloud Flare,Active,300
INC-000566,EMEA-EAST,2026-07-28 23:35:00,Major,Scheduled UPS Test,Active,180
INC-000567,ASIA-PAC,2026-07-28 04:40:00,Major,Software Bug,Resolved,180
INC-000568,ASIA-PAC,2026-07-24 19:35:00,Minor,Hardware Fault,Active,120
INC-000569,ASIA-SOUTH,2026-07-17 15:45:00,Critical,Equipment Fault,Resolved,180
INC-000570,EMEA-EAST,2026-07-21 22:45:00,Critical,Configuration Error,Resolved,180
INC-000571,US-WEST-01,2026-07-20 10:20:00,Warning,Power Outage,Resolved,15
INC-000572,US-EAST-01,2026-07-25 13:35:00,Minor,Scheduled UPS Test,Active,120
INC-000573,ASIA-PAC,2026-07-17 07:10:00,Critical,Fiber Backbone,Resolved,180
INC-000574,ASIA-PAC,2026-07-30 05:45:00,Major,Hardware Fault,Resolved,300
INC-000575,ASIA-SOUTH,2026-07-21 19:25:00,Major,Hardware Fault,Active,600
INC-000576,ASIA-SOUTH,2026-07-19 05:00:00,Minor,Configuration Error,Resolved,60
INC-000577,ASIA-PAC,2026-07-15 11:35:00,Major,Hardware Fault,Resolved,300
INC-000578,US-EAST-01,2026-07-12 14:25:00,Minor,Software Bug,Active,180
INC-000579,ASIA-SOUTH,2026-07-23 20:05:00,Minor,Software Bug,Resolved,480
INC-000580,EMEA-WEST,2026-07-31 11:25:00,Major,Fiber Break,Resolved,180
INC-000581,ASIA-PAC,2026-07-10 15:20:00,Major,Cloud Flare,Resolved,1440
INC-000582,US-WEST-01,2026-07-31 23:59:00,Warning,BGP Route,Resolved,900
INC-000583,US-EAST-01,2026-07-11 14:20:00,Major,Power Outage,Active,180
INC-000584,US-SOUTH-01,2026-07-20 12:25:00,Warning,Configuration Error,Resolved,720
INC-000585,ASIA-PAC,2026-07-24 17:05:00,Critical,Cloud Flare,Active,180
INC-000586,EMEA-WEST,2026-07-10 13:15:00,Major,Fiber Break,Resolved,180
INC-000587,US-SOUTH-01,2026-07-19 07:25:00,Critical,Software Bug,Active,180
INC-000588,ASIA-PAC,2026-07-27 09:05:00,Major,Hardware Fault,Resolved,180
INC-000589,ASIA-PAC,2026-07-25 00:45:00,Warning,Equipment Fault,Active,1800
INC-000590,US-WEST-01,2026-07-22 06:20:00,Critical,Hardware Fault,Active,180
INC-000591,US-WEST-01,2026-07-17 08:35:00,Major,Fiber Break,Active,180
INC-000592,ASIA-SOUTH,2026-07-27 21:05:00,Minor,Configuration Error,Resolved,1080
INC-000593,EMEA-WEST,2026-07-28 13:40:00,Warning,Fiber Break,Active,120
INC-000594,US-EAST-01,2026-07-20 12:15:00,Warning,Fiber Backbone,Active,720
INC-000595,ASIA-PAC,2026-07-10 22:40:00,Minor,Fiber Break,Resolved,480
INC-000596,US-EAST-01,2026-07-27 06:05:00,Warning,Software Bug,Resolved,1800
INC-000597,EMEA-EAST,2026-07-21 14:00:00,Minor,Software Bug,Resolved,480
INC-000598,ASIA-SOUTH,2026-07-29 07:25:00,Minor,Configuration Error,Active,480
